trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
203,False,"{'a': 0.5, 'e': 0.1300003445350054}",35,13,-52.87648100611113,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965533}",20,0,-14.700674610732454,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.1274133376787588}",25,8,28.599847228849516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12613920430197118}",20,12,-7.996809752151081,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895148}",25,16,3.734524812580741,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12362903413636196}",25,9,28.6660915834975,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499834}",30,24,11.677781862616076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12116881635704835}",20,6,19.198370582962884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.11995712819347787}",20,0,21.918855203909416,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.11875755691154309}",25,7,-3.0265329139565624,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11756998134242766}",20,16,9.835313054558348,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11639428152900338}",35,21,26.73408139532883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371334}",20,13,-6.6270067598282765,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.1140780353265762}",20,0,17.67769644074903,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.11293725497331045}",25,5,1.9495473459239059,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11180788242357734}",25,8,-23.444830687176427,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.11068980359934157}",20,8,11.264129725620919,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334815}",30,0,-13.711920284572054,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.10848707650771466}",30,16,-39.56527269877869,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.10740220574263752}",20,5,14.552630230337375,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10632818368521114}",25,10,17.542864750285457,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10526490184835903}",20,12,8.63861737540797,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987544}",30,0,49.65075728056465,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157669}",25,19,12.066581954074751,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856092}",20,3,-26.61122386564316,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.10111704470857531}",25,0,-4.481686675503779,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.10010587426148955}",20,10,5.5950493655278635,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09910481551887466}",20,13,11.91319825350932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.0981137673636859}",20,12,14.38914715536781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09713262969004904}",25,3,13.951628747133068,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09616130339314856}",20,14,12.27919474155691,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921708}",20,2,26.37195853962107,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.0942476934556249}",20,16,9.036762956770332,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09330521652106866}",20,5,27.590835305382935,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585796}",25,5,27.184786602805843,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09144844271229938}",25,14,-24.24820166627308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.0905339582851764}",25,16,-23.617424393877684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.08962861870232462}",20,0,0.14157660617455048,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.08873233251530138}",25,20,8.267712466575595,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08784500919014836}",30,13,-9.871897059834753,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.08696655909824688}",30,21,15.34350713007803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0860968935072644}",35,16,-2.8718561341391844,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08523592457219176}",30,19,-20.078451538718383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.08438356532646984}",20,7,13.614772181346055,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08353972967320515}",30,8,-49.4333708645591,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.0827043323764731}",25,11,11.495952759318556,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270836}",20,12,14.993466009016476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08105851616218128}",25,13,14.764396350322304,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055946}",20,14,9.89907982278597,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055386}",25,12,2.709979006657783,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364833}",20,12,13.649465705623308,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07786448720191184}",25,0,-16.406619383827245,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.07708584232989273}",20,15,11.353043448278719,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.0763149839065938}",20,0,-52.406433342021536,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.07555183406752786}",30,13,22.24736064859363,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685258}",25,14,18.388051234846287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07404835256958406}",20,16,7.646383184254472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388821}",25,14,20.757793795576944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344933}",30,0,25.94757510089892,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.07184904244991483}",20,9,-3.358162630021618,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541568}",20,6,21.820758312708563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07041924650516153}",20,0,33.82009758490713,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.06971505404010991}",20,6,12.76270515384843,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970881}",30,24,13.40256456151649,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471172}",20,15,9.756351604236366,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.0676444472200646}",20,0,-15.156875043465156,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.06696800274786396}",20,0,29.964021152668927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.06629832272038531}",35,22,25.25133573912711,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318147}",25,15,11.419416544240974,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06497898609824965}",20,0,26.364303652599574,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.06432919623726716}",20,9,17.550795546086235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489448}",30,23,14.26924622118494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214554}",20,2,30.54036263347264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982408}",20,11,-31.342109872851285,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202584}",30,7,14.60190798214024,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970558}",30,19,18.498929294089915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430853}",30,6,32.16860939165482,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146544}",25,15,8.609983414848525,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.059359424524750785}",25,7,27.355963893604176,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05876583027950327}",20,6,12.074346075812135,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670824}",25,17,13.304360711791444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05759639025694116}",25,7,18.385236341883456,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057020426354371746}",25,12,17.23829221497864,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082803}",20,6,11.8907695739284,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991975}",20,12,14.996591185643304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05532686267122055}",30,16,26.63920619342179,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450834}",20,9,16.038469492179857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05422585810406326}",20,2,27.10900337439074,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302263}",30,20,17.139381046213053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.0531467635277924}",35,19,25.59308308960849,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05261529589251448}",20,6,14.0043182870713,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05208914293358933}",20,0,18.638412189423498,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.05156825150425344}",25,15,16.596538261414018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.0510525689892109}",20,10,18.806113171773355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.050542043299318794}",30,20,19.3952023548144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.050036622866325604}",25,12,23.017062605293958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766235}",20,8,25.021452436412414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,13.180644694162197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,11,15.204073602590821,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,15,21.054274806528266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,23.470233498693208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,30.124989498895047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,10,33.451890272474294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,3,30.451027231760296,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,19,14.577228300847029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,7,23.75878414252954,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,0,36.360340373486636,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
